,station_g_cd,line,pref,mun,post,address,lat,lon,line_num,crime_rate,census_0~6age_rate,census_6~18age_rate,city_park_small,city_park_middle,city_park_large,med_hospital,med_clinic_all,med_clinic_pediatrics,school_primary,school_junior_high,education_nursery,shopping_supermarket,shopping_shopping_mall,shopping_convenience_store,shopping_baby_goods_store,restaurant_num,time_tokyo,transfer_tokyo,time_shinagawa,transfer_shinagawa,time_shinjuku,transfer_shinjuku,time_shibuya,transfer_shibuya,time_ikebukuro,transfer_ikebukuro,time_average,transfer_average
下飯田,9931631,['ブルーライン'],神奈川県,横浜市泉区,245-0017,下飯田町８２９-１,35.403503,139.483195,1,3.3760753124492777,0.0942516939219549,0.14492322188116652,5,0,0,0,5,1,2,1,2,0,0,0,0,13,54,1,47,1,59,1,74,1,64,1,59.6,1.0
下高井戸,2400107,"['京王線', '東急世田谷線']",東京都,世田谷区,156-0043,松原３-２９-１７,35.66615,139.641372,2,4.683698162165991,0.058501931749828054,0.0746240376409703,9,0,0,0,42,8,4,3,2,1,1,2,0,352,23,1,32,1,7,0,16,1,17,1,19.0,0.8
不動前,2600202,['東急目黒線'],東京都,品川区,141-0031,西五反田５-１２-１,35.626526,139.71469,1,5.296558141939486,0.06338640766190821,0.06151538399641071,12,0,0,0,101,18,4,6,10,3,5,5,1,1021,18,1,13,1,23,1,20,1,29,1,20.6,1.0
与野,1133203,['JR京浜東北線'],埼玉県,さいたま市浦和区,330-0071,上木崎１丁目,35.884393,139.639085,1,5.226142368666459,0.09926691440129101,0.1351604915511057,18,0,0,1,44,12,4,2,15,4,1,5,0,200,43,0,53,0,57,1,70,1,32,1,51.0,0.6
与野本町,1132117,['JR埼京線'],埼玉県,さいたま市中央区,338-0003,本町東２丁目,35.880968,139.626075,1,6.36884631740953,0.0858955414838765,0.1139645801775928,7,1,0,0,35,17,1,2,21,5,0,4,0,156,73,1,53,1,33,0,38,0,27,0,44.8,0.4
世田谷,2600705,['東急世田谷線'],東京都,世田谷区,154-0017,世田谷４-９-６,35.643564,139.650945,1,4.683698162165991,0.06876630243837924,0.08309989630369218,25,0,0,1,44,10,6,5,4,1,0,0,0,317,38,2,44,2,22,1,15,1,37,2,31.2,1.6
世田谷代田,2500108,['小田急線'],東京都,世田谷区,155-0033,代田２丁目,35.65834,139.661557,1,4.683698162165991,0.04776238426280571,0.06932502968666078,14,0,0,1,72,19,7,2,2,5,0,0,0,916,24,1,26,1,9,0,12,1,19,1,18.0,0.8
両国,1131321,"['JR中央・総武線', '都営大江戸線']",東京都,墨田区,130-0015,横網１丁目,35.69579,139.793334,2,7.398331473344935,0.07202575555559605,0.06233179516901821,19,0,0,4,71,10,6,6,12,0,0,8,0,1009,14,1,20,1,22,0,26,1,27,1,21.8,0.8
並木中央,9931705,['金沢シーサイドライン'],神奈川県,横浜市金沢区,236-0003,幸浦２-１-１,35.365505,139.642945,1,2.8383664064006644,0.06845187455919496,0.08961523890696203,13,1,0,1,8,3,2,2,6,4,1,2,1,42,67,1,53,1,84,2,81,2,100,2,77.0,1.6
中井,2200704,"['都営大江戸線', '西武新宿線']",東京都,新宿区,161-0032,中落合１-１９-１,35.715106,139.686967,2,14.20733900947356,0.048698592937478254,0.056910875123049626,30,1,0,1,59,19,6,4,10,4,1,3,0,373,38,1,30,1,8,0,19,1,13,1,21.6,0.8
中央大学・明星大学,9933404,['多摩モノレール'],東京都,八王子市,192-0351,東中野７４２,35.64197,139.408672,1,4.857033521323329,0.03686374781929,0.08113635342596814,15,0,0,0,5,2,2,1,1,0,0,1,0,42,62,2,68,2,38,1,52,2,53,2,54.6,1.8
中央林間,2500203,"['小田急江ノ島線', '東急田園都市線']",神奈川県,大和市,242-0007,中央林間３-３-８,35.508066,139.444105,2,4.945861704776707,0.08629500186344485,0.13198693854558582,14,0,0,3,34,6,2,3,8,3,1,4,0,166,51,1,45,1,36,0,33,0,46,1,42.2,0.6
中学校,9931305,['ユーカリが丘線'],千葉県,佐倉市,285-0857,宮ノ台３-１-１,35.740123,140.14841,1,4.700733476516595,0.14017915742298212,0.1551748159287772,12,0,0,0,6,3,2,1,3,1,0,0,0,6,76,2,73,1,79,2,89,2,80,2,79.4,1.8
中山(神奈川県),1130607,['JR横浜線'],神奈川県,横浜市緑区,226-0013,寺山町,35.514745,139.539692,1,3.077076610891188,0.1073981079653496,0.1604357379666075,16,0,0,0,32,8,2,0,14,4,0,4,0,146,46,1,39,1,51,1,32,1,43,1,42.2,1.0
中川(神奈川県),9931602,['ブルーライン'],神奈川県,横浜市都筑区,224-0001,中川１-１-１,35.562973,139.569846,1,2.951579921700488,0.1239649181628168,0.23836144123920439,19,0,0,0,19,4,4,1,6,1,0,1,0,54,45,1,38,1,50,1,25,1,55,1,42.6,1.0
中延,2600404,"['東急大井町線', '都営浅草線']",東京都,品川区,142-0053,中延４-５-５,35.60571,139.712526,2,5.296558141939486,0.06288265015600672,0.07092663911598202,14,0,0,2,83,22,11,4,10,10,0,1,0,551,18,1,12,1,23,1,16,1,31,1,20.0,1.0
中村橋,2200107,['西武池袋線'],東京都,練馬区,176-0023,中村北４-２-１,35.736767,139.637456,1,4.674930236295969,0.08126207238924568,0.09380599468924393,17,0,0,1,46,16,6,2,3,3,0,1,0,217,25,1,42,1,18,1,21,0,8,0,22.8,0.6
中板橋,2100105,['東武東上線'],東京都,板橋区,173-0021,弥生町３３-１,35.756214,139.694628,1,5.4171797919973805,0.05341107714790657,0.06681208224013888,33,0,0,5,52,17,9,1,5,4,0,3,0,451,23,1,40,1,16,1,21,1,6,0,21.2,0.8
中河原,2400126,['京王線'],東京都,府中市,183-0034,住吉町２-１-１６,35.659549,139.457602,1,4.291631127196723,0.09903696333748065,0.12868480942260965,29,1,0,2,14,4,2,0,4,3,0,0,0,90,50,1,57,1,32,0,41,1,42,1,44.4,0.8
中浦和,1132115,['JR埼京線'],埼玉県,さいたま市南区,336-0031,鹿手袋１丁目,35.853769,139.6375,1,5.228917802744349,0.10180768076174025,0.13660318888113726,9,1,0,2,23,7,0,1,16,3,0,2,0,80,68,1,48,1,28,0,33,0,22,0,39.8,0.4
中田(神奈川県),9931629,['ブルーライン'],神奈川県,横浜市泉区,245-0014,中田南３-１-５,35.411161,139.511301,1,3.3760753124492777,0.10439627636297254,0.13998869616443793,17,0,0,0,21,4,4,1,13,4,0,1,0,78,50,1,43,1,55,1,70,1,60,1,55.6,1.0
中目黒,2600103,"['東急東横線', '東京メトロ日比谷線']",東京都,目黒区,153-0051,上目黒３-４-１,35.643854,139.698621,2,5.201316898516688,0.06684410841922223,0.06583953702985662,9,0,0,1,108,18,5,2,11,5,0,4,0,1678,25,1,22,1,13,1,3,0,13,0,15.2,0.6
中神,1131504,['JR青梅線'],東京都,昭島市,196-0025,朝日町１丁目,35.709058,139.375816,1,5.603421224863053,0.0832298389334249,0.11267344042808916,8,0,0,3,22,4,5,1,20,4,1,1,0,199,47,0,58,1,32,0,41,1,42,1,44.0,0.6
中野(東京都),1131214,['JR中央線(快速)'],東京都,中野区,164-0001,中野５丁目,35.705765,139.665835,1,6.270280151729812,0.046080833978117935,0.04762524048113294,40,0,0,4,91,14,2,3,11,4,0,6,0,1104,18,0,29,1,4,0,13,1,14,1,15.6,0.6
中野坂上,2800220,"['東京メトロ丸ノ内線', '都営大江戸線']",東京都,中野区,164-0011,中央２-１-２,35.69792,139.68291,2,6.270280151729812,0.04544911519452441,0.04613712503090958,35,0,0,2,97,24,6,3,15,1,0,6,0,636,17,0,28,1,2,0,11,1,29,0,17.4,0.4
中野富士見町,2800227,['東京メトロ丸ノ内線'],東京都,中野区,164-0013,弥生町５-２４-４,35.690514,139.666933,1,6.270280151729812,0.053299778015621045,0.06016736062349844,28,0,0,2,59,25,6,8,11,3,0,7,0,455,20,0,31,1,5,0,14,1,32,0,20.4,0.4
中野島,1130315,['JR南武線'],神奈川県,川崎市多摩区,214-0012,中野島,35.630135,139.5501,1,3.9923794581570617,0.09436932109506847,0.13294481723075668,12,0,0,0,17,2,3,2,10,2,0,1,0,66,53,1,47,1,24,1,36,1,47,1,41.4,1.0
中野新橋,2800226,['東京メトロ丸ノ内線'],東京都,中野区,164-0013,弥生町２-２６-８,35.692123,139.673997,1,6.270280151729812,0.047405387257687885,0.05370368101912578,31,0,0,2,79,26,6,4,11,3,0,4,0,552,19,0,30,1,4,0,13,1,31,0,19.4,0.4
丸山(埼玉県),9932109,['ニューシャトル'],埼玉県,伊奈町,362-0806,郡伊奈町大字小室２８９-１,35.97989,139.624711,1,3.2851806849376715,0.08277310924369745,0.1530462184873949,3,0,0,3,3,1,0,1,1,0,0,1,0,9,44,1,50,1,45,1,50,1,40,1,45.8,1.0
乃木坂,2800516,['東京メトロ千代田線'],東京都,港区,107-0062,南青山１丁目,35.666572,139.726215,1,9.902048231894542,0.08189883834093112,0.07064099679601493,10,1,0,3,115,8,4,3,6,1,3,7,0,2448,12,1,23,1,13,1,9,1,17,1,14.8,1.0
久が原,2600511,['東急池上線'],東京都,大田区,146-0084,南久が原２-６-１０,35.579499,139.685678,1,5.695304023807598,0.07674376396986694,0.11097010646828508,36,0,0,0,52,17,4,2,6,3,0,1,0,180,37,1,24,1,34,1,27,1,43,1,33.0,1.0
久喜,1131912,"['東武伊勢崎線', '宇都宮線']",埼玉県,久喜市,346-0003,中央２丁目,36.065684,139.67727,2,5.9943142648922265,0.07326290459965634,0.10822385245812302,7,0,0,3,23,7,2,0,4,3,0,1,0,166,45,0,51,0,45,0,50,0,40,0,46.2,0.0
久地,1130312,['JR南武線'],神奈川県,川崎市高津区,213-0032,久地,35.610363,139.592714,1,4.32627191079201,0.08345384897573518,0.11571593545388233,16,2,0,0,14,2,1,0,5,2,0,0,0,52,45,1,39,1,25,1,28,1,39,1,35.2,1.0
久我山,2400614,['京王井の頭線'],東京都,杉並区,168-0082,久我山４-１-１１,35.688138,139.599211,1,4.562081003976972,0.06736834775796954,0.08658766149285442,14,0,0,2,37,8,2,3,4,2,0,0,0,128,46,1,33,1,24,1,15,0,30,1,29.6,0.8
久米川,2200720,['西武新宿線'],東京都,東村山市,189-0013,栄町２-３-１,35.749575,139.472653,1,4.101203019552401,0.07062511485812727,0.10978965007401797,7,0,0,4,35,12,4,1,14,4,0,1,1,259,60,1,54,1,34,1,41,1,35,1,44.8,1.0
久里浜,1130818,['JR横須賀線'],神奈川県,横須賀市,239-0831,久里浜１丁目,35.233107,139.700862,1,2.7915373377342063,0.09434429254692231,0.13682593726759923,13,0,0,0,31,4,3,2,7,3,2,2,0,169,62,1,48,0,74,1,70,1,89,1,68.6,0.8
九品仏,2600411,['東急大井町線'],東京都,世田谷区,158-0083,奥沢７-２０-１,35.60538,139.660992,1,4.683698162165991,0.05734220281980634,0.09107952678625394,7,0,0,1,91,23,4,4,6,8,1,4,1,791,32,1,22,1,33,1,14,1,25,1,25.2,1.0
九段下,2800407,"['東京メトロ半蔵門線', '都営新宿線', '東京メトロ東西線']",東京都,千代田区,102-0074,九段南１-６-１,35.695589,139.751948,3,32.66787658802178,0.0649457757119302,0.07470976426091894,5,1,0,6,99,10,4,9,8,0,2,7,0,1613,9,1,18,1,5,0,8,0,15,1,11.0,0.6
亀戸,1131323,"['JR中央・総武線', '東武亀戸線']",東京都,江東区,136-0071,亀戸５丁目,35.697345,139.826262,2,5.627282381968605,0.06998494965733146,0.07952061768940581,33,2,0,3,75,17,6,3,10,5,1,2,1,798,19,1,25,1,27,0,34,1,37,1,28.4,0.8
亀戸水神,2100504,['東武亀戸線'],東京都,江東区,136-0071,亀戸８-５-１,35.699976,139.833422,1,5.627282381968605,0.07222831467238965,0.08938178045284897,31,1,0,1,56,16,9,5,16,6,1,1,0,685,33,2,36,2,33,1,34,1,48,2,36.8,1.6
二俣川,2900110,"['相鉄本線', '相鉄いずみ野線']",神奈川県,横浜市旭区,241-0821,二俣川２-９１-７,35.463335,139.532207,2,2.755478587382255,0.08700444687631968,0.13009787979538728,27,0,0,1,46,6,3,1,7,2,3,5,1,189,39,1,32,1,41,0,36,0,47,0,39.0,0.4
二俣新町,1132611,['JR京葉線'],千葉県,市川市,272-0002,二俣新町,35.691273,139.959525,1,5.31000639359644,0.0402298850574712,0.1264367816091954,5,0,0,0,1,0,1,0,0,1,0,1,1,14,26,0,37,1,45,1,41,1,43,1,38.4,0.8
二和向台,9932911,['新京成線'],千葉県,船橋市,274-0805,二和東５-３８-１,35.753825,140.023731,1,5.626996740997608,0.09864858880545724,0.16070380869795853,16,0,0,2,15,4,3,0,1,4,0,4,0,113,51,1,58,1,84,1,73,2,68,2,66.8,1.4
二子新地,2600308,"['東急田園都市線', '東急大井町線']",神奈川県,川崎市高津区,213-0002,二子２-２-１,35.606994,139.622338,2,4.32627191079201,0.07895645455555549,0.08528770384804274,7,0,0,1,50,8,2,0,19,7,2,5,2,657,32,1,31,1,22,1,13,0,28,1,25.2,0.8
二子玉川,2600307,"['東急田園都市線', '東急大井町線']",東京都,世田谷区,158-0094,玉川２-２２-１３,35.611788,139.626685,2,4.683698162165991,0.08479396302077799,0.09132116150030505,8,1,0,1,46,8,2,1,5,3,2,3,1,562,27,1,21,1,18,1,9,0,24,1,19.8,0.8
二宮,1130113,['JR東海道本線(東京～熱海)'],神奈川県,二宮町,259-0123,宮町二宮,35.298644,139.256925,1,2.043836774966524,0.08455650681524059,0.12175973358663215,2,1,0,0,10,4,1,1,2,0,0,2,0,79,58,0,51,0,64,0,60,0,70,0,60.6,0.0
二重橋前,2800511,['東京メトロ千代田線'],東京都,千代田区,100-0005,丸の内２丁目,35.681071,139.761948,1,32.66787658802178,0.024508362286835363,0.026627430443137548,2,1,0,1,214,5,2,0,3,4,15,5,1,3570,7,1,29,1,20,1,15,1,23,1,18.8,1.0
五井,1132506,"['小湊鉄道線', 'JR内房線']",千葉県,市原市,290-0056,五井,35.512985,140.089522,2,5.923773738785972,0.08371329230225011,0.10097721482251022,13,0,0,3,29,4,1,0,4,1,0,4,0,176,50,0,58,0,60,1,77,1,67,1,62.4,0.6
五反田,1130202,"['東急池上線', 'JR山手線', '都営浅草線']",東京都,品川区,141-0022,東五反田一丁目26,35.625974,139.723822,3,5.296558141939486,0.07309417353053896,0.0689336064803815,10,0,0,4,100,16,5,4,11,6,4,8,1,1075,14,1,5,0,15,0,8,0,24,0,13.2,0.2
五反野,2100211,['東武伊勢崎線'],東京都,足立区,120-0015,足立３丁目,35.765852,139.809643,1,5.510936814490496,0.06588842378607555,0.10226123122394785,19,0,0,2,32,15,5,2,6,2,0,1,1,189,27,1,34,1,48,1,43,1,54,1,41.2,1.0
五百羅漢,9931404,['伊豆箱根鉄道大雄山線'],神奈川県,小田原市,250-0001,扇町５-１１-１２,35.27519,139.155758,1,3.859114001009862,0.08850782320630525,0.11853851169882834,12,0,0,1,6,1,1,1,4,0,0,0,0,46,75,1,66,1,79,1,74,1,84,1,75.6,1.0
五香,9932918,['新京成線'],千葉県,松戸市,270-2251,金ケ作４０８-８,35.797281,139.965796,1,5.652767436088359,0.08435079471532748,0.12479840926618511,14,0,0,2,21,9,3,1,2,5,0,1,0,137,37,1,44,1,98,1,59,2,54,2,58.4,1.4
井の頭公園,2400616,['京王井の頭線'],東京都,三鷹市,181-0001,井の頭３-３５-１２,35.697304,139.583112,1,3.867633842598537,0.05437262356011123,0.08237218283493455,11,0,0,5,90,13,6,4,14,2,5,4,2,1072,49,1,36,1,27,1,18,0,33,1,32.6,0.8
井土ヶ谷,2700131,['京急本線'],神奈川県,横浜市南区,232-0052,井土ケ谷中町,35.433895,139.60061,1,4.131870839257392,0.06390560466452617,0.09288824787807266,25,1,0,0,30,10,4,2,12,2,0,5,0,150,47,1,36,0,61,1,54,1,70,1,53.6,0.8
井細田,9931403,['伊豆箱根鉄道大雄山線'],神奈川県,小田原市,250-0001,扇町３-２１-１,35.268964,139.157397,1,3.859114001009862,0.07697251742932364,0.11444793238797964,10,0,0,2,9,2,2,1,4,0,0,1,0,85,72,1,63,1,76,1,71,1,81,1,72.6,1.0
井荻,2200711,['西武新宿線'],東京都,杉並区,167-0022,下井草５-２３-１５,35.72469,139.615303,1,4.562081003976972,0.08103613690707177,0.09980973146104045,21,0,0,0,31,10,3,3,2,3,0,3,1,172,46,1,40,1,20,1,27,1,21,1,30.8,1.0
井野(千葉県),9931306,['ユーカリが丘線'],千葉県,佐倉市,285-0858,ユーカリが丘７-２４-１,35.732605,140.148497,1,4.700733476516595,0.19189249228530508,0.16027417769816737,23,0,0,0,5,3,2,1,5,4,1,2,0,68,74,2,71,1,77,2,87,2,78,2,77.4,1.8
京急久里浜,1130818,['京急久里浜線'],神奈川県,横須賀市,239-0831,久里浜４-４-１０,35.231332,139.702139,1,2.7915373377342063,0.0895424904800348,0.11937379360956828,13,0,0,0,32,4,3,2,7,4,2,2,0,169,62,1,48,0,74,1,70,1,89,1,68.6,0.8
京急大津,2700148,['京急本線'],神奈川県,横須賀市,239-0808,大津町１-１１-１９,35.261068,139.695334,1,2.7915373377342063,0.06433316925076558,0.11162824523578745,15,1,0,0,18,3,3,1,6,0,0,1,0,44,64,1,50,0,79,1,72,1,91,1,71.2,0.8
京急富岡,2700136,['京急本線'],神奈川県,横浜市金沢区,236-0052,富岡西７-１-１,35.366743,139.629772,1,2.8383664064006644,0.07604274014631071,0.11913691015498777,26,1,0,2,38,9,1,2,5,4,0,3,0,127,57,1,45,0,71,1,64,1,80,1,63.4,0.8
京急川崎,2700115,"['京急本線', '京急大師線']",神奈川県,川崎市川崎区,210-0006,砂子１-３-１,35.53285,139.700893,2,8.926572894376347,0.060923735483806,0.0679988045841042,13,1,0,4,84,11,2,2,11,9,4,14,2,1460,23,1,9,0,35,1,31,1,49,1,29.4,0.8
京急新子安,1133233,['京急本線'],神奈川県,横浜市神奈川区,221-0021,子安通３-２８９,35.487242,139.655848,1,3.230585104157077,0.08458847632360597,0.09375199312741231,18,0,0,4,16,5,2,2,8,3,0,3,0,130,31,0,21,0,47,1,32,1,56,1,37.4,0.6
京急東神奈川,1130601,['京急本線'],神奈川県,横浜市神奈川区,221-0044,東神奈川１-１１-５,35.477412,139.634669,1,3.230585104157077,0.07557295883207421,0.09427238975627263,23,0,0,2,41,8,5,1,15,5,2,5,0,293,30,1,23,1,35,1,27,1,38,1,30.6,1.0
京急蒲田,2700112,"['京急本線', '京急空港線']",東京都,大田区,144-0052,蒲田４-５０-１０,35.560796,139.723681,2,5.695304023807598,0.05038512534307392,0.06213709056737955,37,0,0,5,97,17,5,2,2,5,1,6,1,1251,20,1,6,0,32,1,28,1,46,1,26.4,0.8
京急長沢,2700506,['京急久里浜線'],神奈川県,横須賀市,239-0842,長沢１-３５-１,35.20548,139.674048,1,2.7915373377342063,0.08755290248581743,0.14796857723087972,10,0,0,0,5,2,2,2,0,1,0,2,0,18,67,1,53,0,80,1,75,1,94,1,73.8,0.8
京急鶴見,1130401,['京急本線'],神奈川県,横浜市鶴見区,230-0051,鶴見中央１-３０-２２,35.507032,139.677743,1,3.627048318591514,0.07299051238896155,0.07603222965155233,17,0,0,3,70,15,3,2,13,10,1,6,0,528,28,0,17,0,43,1,28,1,52,1,33.6,0.6
京成上野,2300101,"['京成本線', '成田スカイアクセス']",東京都,台東区,110-0007,上野公園1-60,35.711232,139.773571,2,12.394420239002793,0.054008837840713975,0.052982723365723336,8,0,1,4,94,10,5,2,14,4,1,7,1,2390,17,1,24,1,30,1,37,1,21,1,25.8,1.0
京成中山,2300118,['京成本線'],千葉県,船橋市,273-0035,本中山１-９-１,35.716998,139.944203,1,5.626996740997608,0.06938703910123838,0.11027127179342318,29,0,0,1,37,6,3,1,3,2,1,3,1,237,39,1,46,1,52,1,59,1,43,1,47.8,1.0
京成佐倉,2300135,['京成本線'],千葉県,佐倉市,285-0014,栄町１００１-５,35.725205,140.229633,1,4.700733476516595,0.06724020746957554,0.09025402131635064,14,0,0,1,11,2,1,1,2,1,0,2,0,62,61,1,67,0,69,1,75,1,65,1,67.4,0.8
京成八幡,1131328,['京成本線'],千葉県,市川市,272-0021,八幡３-２-１,35.723811,139.92816,1,5.31000639359644,0.06790611346966881,0.08940075410459021,20,0,0,1,77,19,4,0,8,7,2,4,1,500,29,1,31,1,25,0,34,1,35,1,30.8,0.8
京成千葉,1131339,['京成千葉線'],千葉県,千葉市中央区,260-0028,新町２５０-３,35.6116,140.114273,1,9.58209391914956,0.061848491561389246,0.08272865679291694,28,1,0,2,78,6,3,1,14,6,1,11,1,1219,37,0,44,0,47,1,62,1,54,1,48.8,0.6
京成大久保,2300127,['京成本線'],千葉県,習志野市,275-0012,本大久保３-１０-１,35.686016,140.048629,1,6.170008754742152,0.08359075504838644,0.1329727278844703,33,0,0,1,23,10,3,3,9,2,0,5,0,145,46,1,49,0,50,1,57,1,50,1,50.4,0.8
京成大和田,2300130,['京成本線'],千葉県,八千代市,276-0045,大和田字小板橋３０８,35.712309,140.108578,1,5.275637839628893,0.07418375555371644,0.12402747249210422,24,0,0,0,7,1,3,0,5,2,0,1,0,31,54,1,56,0,57,1,66,1,58,1,58.2,0.8
京成小岩,2300111,['京成本線'],東京都,江戸川区,133-0051,北小岩２-１０-９,35.742158,139.88371,1,5.520344988536587,0.07488116692592175,0.11056944134978745,5,0,0,1,53,18,6,3,2,6,1,3,0,412,26,1,28,0,30,1,36,1,30,1,30.0,0.8
京成幕張,1131335,['京成千葉線'],千葉県,千葉市花見川区,262-0032,幕張町４-６０１,35.66078,140.05591,1,4.609375,0.08456101520352216,0.12726584775709696,14,0,0,1,20,6,4,1,11,2,0,3,1,113,54,1,60,1,62,0,69,1,62,1,61.4,0.8
京成幕張本郷,1131334,['京成千葉線'],千葉県,千葉市花見川区,262-0033,幕張本郷１-１-３,35.672551,140.042091,1,4.609375,0.08773507899250109,0.136697120528845,18,0,0,0,27,7,3,1,13,5,0,6,0,98,51,1,57,1,59,0,66,1,59,1,58.4,0.8
京成成田,1132703,['京成本線'],千葉県,成田市,286-0033,花崎町８１４,35.776308,140.315473,1,5.976065248875676,0.06954639188957483,0.07872024158458259,17,0,0,1,22,4,1,0,4,3,1,3,0,411,66,0,74,0,76,1,83,1,73,1,74.4,0.6
京成曳舟,2300202,['京成押上線'],東京都,墨田区,131-0046,京島１-３９-１,35.718441,139.820012,1,7.398331473344935,0.07221261996855985,0.09558436070881507,38,0,0,4,59,15,8,5,10,6,0,2,0,612,20,1,20,0,21,1,28,1,47,1,27.2,0.8
京成津田沼,2300126,"['京成本線', '京成千葉線', '新京成線']",千葉県,習志野市,275-0016,津田沼３-１-１,35.68364,140.024823,3,6.170008754742152,0.10320719006226436,0.10891003227926532,27,0,0,2,35,5,4,1,14,7,5,5,1,326,43,1,45,0,47,1,53,1,47,1,47.0,0.8
京成稲毛,2300405,['京成千葉線'],千葉県,千葉市稲毛区,263-0034,稲毛３-１-１７,35.637783,140.085505,1,7.057303314944585,0.09760906903352937,0.11670258321613239,28,0,0,2,43,8,5,2,11,7,2,6,0,242,63,1,70,1,71,1,83,1,67,1,70.8,1.0
京成立石,2300205,['京成押上線'],東京都,葛飾区,124-0012,立石４-２４-１,35.738281,139.848558,1,6.080200852086075,0.07690787192182183,0.1101823865295097,11,0,0,3,58,17,5,3,8,5,0,4,0,420,24,1,24,0,25,1,32,1,51,1,31.2,0.8
京成臼井,2300134,['京成本線'],千葉県,佐倉市,285-0837,王子台３-３０-３,35.730017,140.180796,1,4.700733476516595,0.07024265031070087,0.12966095001488254,25,0,0,0,23,7,3,0,5,3,0,0,0,85,62,1,63,0,64,1,74,1,66,1,65.8,0.8
京成船橋,1131331,['京成本線'],千葉県,船橋市,273-0005,本町１-５-１,35.700161,139.985451,1,5.626996740997608,0.0837958269040534,0.0916954933621857,9,0,0,1,67,8,4,0,6,7,1,3,1,885,23,0,30,0,33,1,47,1,40,1,34.6,0.6
